State,County,Topic,Age,LocationID,Data_Value,Low_Bound,Up_Bound
IN,Jefferson,Stroke,Ages 65 years and older,361540,9090.1,7928.2,10454.300000000001
IN,Jennings,Coronary Heart Disease,Ages 35-64 years,361580,2075.8,1619.5,2564.2
IN,Jennings,Coronary Heart Disease,Ages 65 years and older,361580,18595.9,15843.7,21610.0
IN,Jennings,Stroke,Ages 35-64 years,361580,316.0,218.8,426.0
IN,Jennings,Stroke,Ages 65 years and older,361580,9010.7,7597.8,10806.2
IN,Johnson,Coronary Heart Disease,Ages 35-64 years,361620,1230.3,1042.2,1450.6
IN,Johnson,Coronary Heart Disease,Ages 65 years and older,361620,19731.4,17798.7,21856.3
IN,Johnson,Stroke,Ages 35-64 years,361620,242.9,195.2,309.2
IN,Johnson,Stroke,Ages 65 years and older,361620,6777.7,5951.9,7752.4
IN,Knox,Coronary Heart Disease,Ages 35-64 years,361660,1721.6,1419.9,2106.3
IN,Knox,Coronary Heart Disease,Ages 65 years and older,361660,17977.3,15778.7,20325.9
IN,Knox,Stroke,Ages 35-64 years,361660,441.4,352.0,550.9
IN,Knox,Stroke,Ages 65 years and older,361660,13736.1,12110.0,15594.6
IN,Kosciusko,Coronary Heart Disease,Ages 35-64 years,361700,1156.8,969.2,1370.8
IN,Kosciusko,Coronary Heart Disease,Ages 65 years and older,361700,16262.199999999999,14474.0,18339.4
IN,Kosciusko,Stroke,Ages 35-64 years,361700,262.6,211.0,327.6
IN,Kosciusko,Stroke,Ages 65 years and older,361700,6806.4,5920.2,7845.4
IN,LaGrange,Coronary Heart Disease,Ages 35-64 years,361740,1059.7,853.3,1310.2
IN,LaGrange,Coronary Heart Disease,Ages 65 years and older,361740,15248.2,13022.6,17706.0
IN,LaGrange,Stroke,Ages 35-64 years,361740,262.5,201.3,334.4
IN,LaGrange,Stroke,Ages 65 years and older,361740,8241.8,6910.6,9744.3
IN,LaPorte,Coronary Heart Disease,Ages 35-64 years,361820,1301.7,1100.0,1535.3
IN,LaPorte,Coronary Heart Disease,Ages 65 years and older,361820,18012.3,16239.8,19931.3
IN,LaPorte,Stroke,Ages 35-64 years,361820,282.7,228.2,356.1
IN,LaPorte,Stroke,Ages 65 years and older,361820,6284.3,5461.4,7143.2
IN,Lake,Coronary Heart Disease,Ages 35-64 years,361780,1983.7,1790.2,2197.2
IN,Lake,Coronary Heart Disease,Ages 65 years and older,361780,17552.9,16426.7,18716.1
IN,Lake,Stroke,Ages 35-64 years,361780,403.5,344.90000000000003,473.1
IN,Lake,Stroke,Ages 65 years and older,361780,6440.400000000001,5886.4,7029.9
IN,Lawrence,Coronary Heart Disease,Ages 35-64 years,361860,1862.9,1560.4,2234.5
IN,Lawrence,Coronary Heart Disease,Ages 65 years and older,361860,19912.8,17578.4,22465.2
IN,Lawrence,Stroke,Ages 35-64 years,361860,379.4,302.0,466.0
IN,Lawrence,Stroke,Ages 65 years and older,361860,7682.3,6597.6,8871.8
IN,Madison,Coronary Heart Disease,Ages 35-64 years,361900,1758.3,1511.6,2034.6
IN,Madison,Coronary Heart Disease,Ages 65 years and older,361900,16689.4,15155.9,18326.3
IN,Madison,Stroke,Ages 35-64 years,361900,343.3,283.9,412.4
IN,Madison,Stroke,Ages 65 years and older,361900,6991.1,6202.4,7877.2
IN,Marion,Coronary Heart Disease,Ages 35-64 years,361940,1619.6,1476.8,1772.5
IN,Marion,Coronary Heart Disease,Ages 65 years and older,361940,16722.6,15804.199999999999,17703.7
IN,Marion,Stroke,Ages 35-64 years,361940,448.0,392.8,508.4
IN,Marion,Stroke,Ages 65 years and older,361940,6481.8,5994.5,7003.9
IN,Marshall,Coronary Heart Disease,Ages 35-64 years,361980,1322.2,1092.6,1603.5
IN,Marshall,Coronary Heart Disease,Ages 65 years and older,361980,17372.3,15311.9,19741.7
IN,Marshall,Stroke,Ages 35-64 years,361980,295.6,233.2,375.9
IN,Marshall,Stroke,Ages 65 years and older,361980,7050.6,5978.8,8233.0
IN,Martin,Coronary Heart Disease,Ages 35-64 years,362020,1601.6,1234.9,2102.3
IN,Martin,Coronary Heart Disease,Ages 65 years and older,362020,20642.9,16782.4,25066.8
IN,Martin,Stroke,Ages 35-64 years,362020,295.7,219.9,388.9
IN,Martin,Stroke,Ages 65 years and older,362020,10288.8,8000.2,12475.3
IN,Miami,Coronary Heart Disease,Ages 35-64 years,362060,2150.1,1765.8,2616.1
IN,Miami,Coronary Heart Disease,Ages 65 years and older,362060,20643.7,17899.2,23721.1
IN,Miami,Stroke,Ages 35-64 years,362060,375.5,296.9,470.2
IN,Miami,Stroke,Ages 65 years and older,362060,6858.5,5849.9,8110.9
IN,Monroe,Coronary Heart Disease,Ages 35-64 years,362100,1020.2,856.4,1227.9
IN,Monroe,Coronary Heart Disease,Ages 65 years and older,362100,11432.4,10113.0,12885.4
IN,Monroe,Stroke,Ages 35-64 years,362100,241.9,197.2,297.8
IN,Monroe,Stroke,Ages 65 years and older,362100,6083.6,5302.6,6954.7
IN,Montgomery,Coronary Heart Disease,Ages 35-64 years,362140,1486.0,1203.6,1793.9
IN,Montgomery,Coronary Heart Disease,Ages 65 years and older,362140,17389.2,15250.4,19896.1
IN,Montgomery,Stroke,Ages 35-64 years,362140,308.9,225.0,401.7
IN,Montgomery,Stroke,Ages 65 years and older,362140,6792.2,5852.3,7797.0
IN,Morgan,Coronary Heart Disease,Ages 35-64 years,362180,1703.0,1438.8,2015.4
IN,Morgan,Coronary Heart Disease,Ages 65 years and older,362180,22067.1,19614.8,24851.9
IN,Morgan,Stroke,Ages 35-64 years,362180,301.6,239.0,373.0
IN,Morgan,Stroke,Ages 65 years and older,362180,6988.4,6058.3,8158.3
IN,Newton,Coronary Heart Disease,Ages 35-64 years,362220,1822.7,1448.5,2312.0
IN,Newton,Coronary Heart Disease,Ages 65 years and older,362220,19149.3,16253.4,22342.6
IN,Newton,Stroke,Ages 35-64 years,362220,446.4,327.0,579.9
IN,Newton,Stroke,Ages 65 years and older,362220,6591.3,5437.9,7756.3
IN,Noble,Coronary Heart Disease,Ages 35-64 years,362260,1470.0,1212.8,1756.1
IN,Noble,Coronary Heart Disease,Ages 65 years and older,362260,19571.0,17101.0,22359.3
IN,Noble,Stroke,Ages 35-64 years,362260,321.3,250.0,409.5
IN,Noble,Stroke,Ages 65 years and older,362260,7551.6,6420.7,8902.5
IN,Ohio,Coronary Heart Disease,Ages 35-64 years,362300,1389.7,1068.8,1813.6
IN,Ohio,Coronary Heart Disease,Ages 65 years and older,362300,18837.1,14662.9,23489.6
IN,Ohio,Stroke,Ages 35-64 years,362300,229.6,172.0,315.7
IN,Ohio,Stroke,Ages 65 years and older,362300,8110.4,6358.5,10299.8
IN,Orange,Coronary Heart Disease,Ages 35-64 years,362340,1666.2,1326.7,2082.0
IN,Orange,Coronary Heart Disease,Ages 65 years and older,362340,18985.8,16080.5,22482.6
IN,Orange,Stroke,Ages 35-64 years,362340,348.6,268.1,442.4
IN,Orange,Stroke,Ages 65 years and older,362340,8148.5,6829.4,9693.4
IN,Owen,Coronary Heart Disease,Ages 35-64 years,362380,1588.4,1268.2,1983.5
IN,Owen,Coronary Heart Disease,Ages 65 years and older,362380,20418.3,17422.7,23952.600000000002
IN,Owen,Stroke,Ages 35-64 years,362380,390.2,306.1,491.4
IN,Owen,Stroke,Ages 65 years and older,362380,8514.7,7054.8,10258.6
IN,Parke,Coronary Heart Disease,Ages 35-64 years,362420,1879.8999999999999,1526.6,2317.3
IN,Parke,Coronary Heart Disease,Ages 65 years and older,362420,22804.7,19746.4,26346.0
IN,Parke,Stroke,Ages 35-64 years,362420,349.0,274.6,433.5
IN,Parke,Stroke,Ages 65 years and older,362420,6929.4,5836.7,8132.2
IN,Perry,Coronary Heart Disease,Ages 35-64 years,362460,1672.9,1295.2,2140.7
IN,Perry,Coronary Heart Disease,Ages 65 years and older,362460,16755.5,14284.4,19488.3
IN,Perry,Stroke,Ages 35-64 years,362460,326.7,244.5,419.0
IN,Perry,Stroke,Ages 65 years and older,362460,6975.9,5801.8,8363.7
IN,Pike,Coronary Heart Disease,Ages 35-64 years,362500,1940.3,1481.5,2474.8
IN,Pike,Coronary Heart Disease,Ages 65 years and older,362500,21567.0,18356.1,25465.4
IN,Pike,Stroke,Ages 35-64 years,362500,377.5,286.8,549.3
IN,Pike,Stroke,Ages 65 years and older,362500,9124.3,7622.2,11001.4
IN,Porter,Coronary Heart Disease,Ages 35-64 years,362540,1062.0,894.5,1263.2
IN,Porter,Coronary Heart Disease,Ages 65 years and older,362540,14327.4,12764.0,16005.1
IN,Porter,Stroke,Ages 35-64 years,362540,226.6,182.0,282.4
IN,Porter,Stroke,Ages 65 years and older,362540,6036.7,5250.8,6893.8
IN,Posey,Coronary Heart Disease,Ages 35-64 years,362580,1417.2,1136.7,1793.3
IN,Posey,Coronary Heart Disease,Ages 65 years and older,362580,15305.1,12870.6,18040.2
IN,Posey,Stroke,Ages 35-64 years,362580,321.4,250.5,408.1
IN,Posey,Stroke,Ages 65 years and older,362580,7359.6,6084.3,8636.7
IN,Pulaski,Coronary Heart Disease,Ages 35-64 years,362620,1778.5,1390.2,2249.1
IN,Pulaski,Coronary Heart Disease,Ages 65 years and older,362620,18985.9,15869.300000000001,22481.8
IN,Pulaski,Stroke,Ages 35-64 years,362620,289.8,229.1,382.4
IN,Pulaski,Stroke,Ages 65 years and older,362620,7916.0,6475.4,10003.8
IN,Putnam,Coronary Heart Disease,Ages 35-64 years,362660,1435.4,1168.0,1766.6000000000001
IN,Putnam,Coronary Heart Disease,Ages 65 years and older,362660,17072.4,14850.7,19508.3
IN,Putnam,Stroke,Ages 35-64 years,362660,314.8,249.6,400.5
IN,Putnam,Stroke,Ages 65 years and older,362660,6811.099999999999,5769.1,7912.8
IN,Randolph,Coronary Heart Disease,Ages 35-64 years,362700,1684.6,1354.4,2108.2
IN,Randolph,Coronary Heart Disease,Ages 65 years and older,362700,18446.0,15947.8,21411.0
IN,Randolph,Stroke,Ages 35-64 years,362700,296.1,220.5,415.2
IN,Randolph,Stroke,Ages 65 years and older,362700,6354.5,5306.4,7586.1
IN,Ripley,Coronary Heart Disease,Ages 35-64 years,362740,1512.8,1213.6,1882.8
IN,Ripley,Coronary Heart Disease,Ages 65 years and older,362740,19258.7,16824.2,22066.2
IN,Ripley,Stroke,Ages 35-64 years,362740,285.7,218.4,371.3
IN,Ripley,Stroke,Ages 65 years and older,362740,7150.8,6040.6,8523.7
IN,Rush,Coronary Heart Disease,Ages 35-64 years,362780,1666.4,1301.1,2101.8
IN,Rush,Coronary Heart Disease,Ages 65 years and older,362780,18436.4,15653.6,21487.1
IN,Rush,Stroke,Ages 35-64 years,362780,351.1,257.8,452.4
IN,Rush,Stroke,Ages 65 years and older,362780,6758.7,5618.7,8029.3
IN,Scott,Coronary Heart Disease,Ages 35-64 years,362860,1911.0,1521.8,2349.1
IN,Scott,Coronary Heart Disease,Ages 65 years and older,362860,17375.5,14755.8,20492.4
IN,Scott,Stroke,Ages 35-64 years,362860,387.8,300.6,487.7
IN,Scott,Stroke,Ages 65 years and older,362860,8163.5,6761.7,9990.2
IN,Shelby,Coronary Heart Disease,Ages 35-64 years,362900,1264.6,1032.0,1526.8
IN,Shelby,Coronary Heart Disease,Ages 65 years and older,362900,15789.7,13758.6,18011.8
IN,Shelby,Stroke,Ages 35-64 years,362900,334.0,260.7,408.3
IN,Shelby,Stroke,Ages 65 years and older,362900,6302.8,5306.2,7309.5
IN,Spencer,Coronary Heart Disease,Ages 35-64 years,362940,1361.0,1043.5,1722.7
IN,Spencer,Coronary Heart Disease,Ages 65 years and older,362940,17141.0,14474.3,20455.5
IN,Spencer,Stroke,Ages 35-64 years,362940,265.9,198.8,387.3
IN,Spencer,Stroke,Ages 65 years and older,362940,7062.6,5723.6,8709.0
IN,St. Joseph,Coronary Heart Disease,Ages 35-64 years,362820,1412.5,1237.8,1619.4
IN,St. Joseph,Coronary Heart Disease,Ages 65 years and older,362820,15850.1,14646.5,17124.3
IN,St. Joseph,Stroke,Ages 35-64 years,362820,382.8,315.8,460.4
IN,St. Joseph,Stroke,Ages 65 years and older,362820,7270.1,6600.0,8024.7
IN,Starke,Coronary Heart Disease,Ages 35-64 years,362980,1948.0,1591.6,2416.4
IN,Starke,Coronary Heart Disease,Ages 65 years and older,362980,21701.0,18786.7,24953.6
IN,Starke,Stroke,Ages 35-64 years,362980,338.7,273.5,415.5
IN,Starke,Stroke,Ages 65 years and older,362980,7912.4,6689.8,9454.7
IN,Steuben,Coronary Heart Disease,Ages 35-64 years,363020,1072.5,861.3,1336.2
IN,Steuben,Coronary Heart Disease,Ages 65 years and older,363020,16960.3,14633.5,19407.7
IN,Steuben,Stroke,Ages 35-64 years,363020,276.1,215.9,346.7
IN,Steuben,Stroke,Ages 65 years and older,363020,6002.2,4998.8,7120.6
IN,Sullivan,Coronary Heart Disease,Ages 35-64 years,363060,2509.4,2039.5,3040.1
IN,Sullivan,Coronary Heart Disease,Ages 65 years and older,363060,23087.9,20189.4,26364.8
IN,Sullivan,Stroke,Ages 35-64 years,363060,455.3,341.8,569.1
IN,Sullivan,Stroke,Ages 65 years and older,363060,7793.5,6633.5,9164.8
IN,Switzerland,Coronary Heart Disease,Ages 35-64 years,363100,1634.8,1284.0,2096.8
IN,Switzerland,Coronary Heart Disease,Ages 65 years and older,363100,20155.8,16884.7,24408.9
IN,Switzerland,Stroke,Ages 35-64 years,363100,267.6,201.0,358.7
IN,Switzerland,Stroke,Ages 65 years and older,363100,7395.0,6005.3,9034.4
IN,Tippecanoe,Coronary Heart Disease,Ages 35-64 years,363140,1102.1,938.4,1301.9
IN,Tippecanoe,Coronary Heart Disease,Ages 65 years and older,363140,15593.2,14095.3,17287.1
IN,Tippecanoe,Stroke,Ages 35-64 years,363140,251.5,201.8,310.9
IN,Tippecanoe,Stroke,Ages 65 years and older,363140,7348.7,6521.7,8266.1
IN,Tipton,Coronary Heart Disease,Ages 35-64 years,363180,1526.7,1186.3,1940.3
IN,Tipton,Coronary Heart Disease,Ages 65 years and older,363180,18327.6,15634.3,21547.8
IN,Tipton,Stroke,Ages 35-64 years,363180,310.9,236.1,405.1
IN,Tipton,Stroke,Ages 65 years and older,363180,6624.5,5498.3,7999.4
IN,Union,Coronary Heart Disease,Ages 35-64 years,363220,1666.6,1292.4,2193.3
IN,Union,Coronary Heart Disease,Ages 65 years and older,363220,21649.3,18090.7,26055.9
IN,Union,Stroke,Ages 35-64 years,363220,243.9,178.0,388.7
IN,Union,Stroke,Ages 65 years and older,363220,6564.400000000001,5456.2,8003.8
IN,Vanderburgh,Coronary Heart Disease,Ages 35-64 years,363260,1661.3,1428.1,1938.2
IN,Vanderburgh,Coronary Heart Disease,Ages 65 years and older,363260,15902.5,14456.9,17446.5
IN,Vanderburgh,Stroke,Ages 35-64 years,363260,375.4,306.7,474.4
IN,Vanderburgh,Stroke,Ages 65 years and older,363260,6746.5,5995.7,7586.4
IN,Vermillion,Coronary Heart Disease,Ages 35-64 years,363300,2193.7,1776.0,2711.1
IN,Vermillion,Coronary Heart Disease,Ages 65 years and older,363300,28570.8,24778.5,33045.4
IN,Vermillion,Stroke,Ages 35-64 years,363300,508.9,393.0,666.7
IN,Vermillion,Stroke,Ages 65 years and older,363300,10019.8,8488.5,11782.4
IN,Vigo,Coronary Heart Disease,Ages 35-64 years,363340,2017.5,1734.0,2346.8
IN,Vigo,Coronary Heart Disease,Ages 65 years and older,363340,23931.8,21657.7,26279.5
IN,Vigo,Stroke,Ages 35-64 years,363340,408.6,329.7,502.6
IN,Vigo,Stroke,Ages 65 years and older,363340,6957.9,6077.5,7851.4
IN,Wabash,Coronary Heart Disease,Ages 35-64 years,363380,1507.4,1234.8,1847.9
IN,Wabash,Coronary Heart Disease,Ages 65 years and older,363380,16642.2,14616.6,18972.1
IN,Wabash,Stroke,Ages 35-64 years,363380,304.1,223.8,390.6
IN,Wabash,Stroke,Ages 65 years and older,363380,6230.5,5346.4,7346.5
IN,Warren,Coronary Heart Disease,Ages 35-64 years,363420,1486.2,1150.1,1951.7
IN,Warren,Coronary Heart Disease,Ages 65 years and older,363420,15220.3,12655.7,18488.9
IN,Warren,Stroke,Ages 35-64 years,363420,355.5,278.4,470.4
IN,Warren,Stroke,Ages 65 years and older,363420,6569.5,5368.2,8043.1
IN,Warrick,Coronary Heart Disease,Ages 35-64 years,363460,1226.8,1024.4,1459.8
IN,Warrick,Coronary Heart Disease,Ages 65 years and older,363460,17867.0,15597.0,20242.8
IN,Warrick,Stroke,Ages 35-64 years,363460,268.5,205.4,348.3
IN,Warrick,Stroke,Ages 65 years and older,363460,6614.8,5579.900000000001,7746.2
IN,Washington,Coronary Heart Disease,Ages 35-64 years,363500,1944.1,1595.6,2369.4
IN,Washington,Coronary Heart Disease,Ages 65 years and older,363500,18787.1,16457.4,21320.4
IN,Washington,Stroke,Ages 35-64 years,363500,391.7,300.5,499.1
IN,Washington,Stroke,Ages 65 years and older,363500,7584.6,6518.7,8720.0
IN,Wayne,Coronary Heart Disease,Ages 35-64 years,363540,1904.0,1605.8,2239.9
IN,Wayne,Coronary Heart Disease,Ages 65 years and older,363540,21240.2,18976.1,23601.6
IN,Wayne,Stroke,Ages 35-64 years,363540,328.5,265.3,404.90000000000003
IN,Wayne,Stroke,Ages 65 years and older,363540,7127.6,6150.2,8189.0
IN,Wells,Coronary Heart Disease,Ages 35-64 years,363580,1333.6,1075.7,1625.9
IN,Wells,Coronary Heart Disease,Ages 65 years and older,363580,16717.2,14235.4,19369.7
IN,Wells,Stroke,Ages 35-64 years,363580,258.6,204.8,329.1
IN,Wells,Stroke,Ages 65 years and older,363580,7673.1,6412.8,9280.0
IN,White,Coronary Heart Disease,Ages 35-64 years,363620,1537.7,1163.6,1887.9
IN,White,Coronary Heart Disease,Ages 65 years and older,363620,17187.9,14872.2,19804.2
IN,White,Stroke,Ages 35-64 years,363620,254.7,192.8,357.2
IN,White,Stroke,Ages 65 years and older,363620,6737.2,5718.1,7988.2
IN,Whitley,Coronary Heart Disease,Ages 35-64 years,363660,1172.8,953.6,1462.5
IN,Whitley,Coronary Heart Disease,Ages 65 years and older,363660,15436.9,13271.1,17986.4
IN,Whitley,Stroke,Ages 35-64 years,363660,280.8,204.7,362.4
IN,Whitley,Stroke,Ages 65 years and older,363660,6647.9,5511.6,7888.4
KS,Allen,Coronary Heart Disease,Ages 35-64 years,400020,1690.8999999999999,1368.4,2105.5
KS,Allen,Coronary Heart Disease,Ages 65 years and older,400020,18389.4,15723.5,21492.5
KS,Allen,Stroke,Ages 35-64 years,400020,388.5,305.9,493.5
KS,Allen,Stroke,Ages 65 years and older,400020,5820.0,4934.8,7002.6
KS,Anderson,Coronary Heart Disease,Ages 35-64 years,400060,1349.6,1051.6,1737.4
KS,Anderson,Coronary Heart Disease,Ages 65 years and older,400060,15300.2,12832.9,17946.1
KS,Anderson,Stroke,Ages 35-64 years,400060,325.3,248.5,416.8
KS,Anderson,Stroke,Ages 65 years and older,400060,5838.3,4823.0,7071.2
KS,Atchison,Coronary Heart Disease,Ages 35-64 years,400100,1268.0,1001.8,1621.6
KS,Atchison,Coronary Heart Disease,Ages 65 years and older,400100,13794.2,11688.7,16004.9
KS,Atchison,Stroke,Ages 35-64 years,400100,339.5,266.1,431.9
KS,Atchison,Stroke,Ages 65 years and older,400100,7081.0,5989.8,8308.1
KS,Barber,Coronary Heart Disease,Ages 35-64 years,400140,1291.5,999.1,1667.7
KS,Barber,Coronary Heart Disease,Ages 65 years and older,400140,18354.8,15310.9,22728.6
KS,Barber,Stroke,Ages 35-64 years,400140,310.1,223.0,422.8
KS,Barber,Stroke,Ages 65 years and older,400140,6072.2,4986.6,7552.0
KS,Barton,Coronary Heart Disease,Ages 35-64 years,400180,1726.4,1346.1,2154.4
KS,Barton,Coronary Heart Disease,Ages 65 years and older,400180,15786.9,13693.7,18150.2
KS,Barton,Stroke,Ages 35-64 years,400180,332.8,240.1,438.5
KS,Barton,Stroke,Ages 65 years and older,400180,5865.7,4955.5,7019.9
KS,Bourbon,Coronary Heart Disease,Ages 35-64 years,400220,1884.9,1474.9,2449.4
KS,Bourbon,Coronary Heart Disease,Ages 65 years and older,400220,16386.0,13948.9,19213.5
KS,Bourbon,Stroke,Ages 35-64 years,400220,383.2,281.3,538.3
KS,Bourbon,Stroke,Ages 65 years and older,400220,7397.3,6126.0,8834.1
KS,Brown,Coronary Heart Disease,Ages 35-64 years,400260,1736.5,1334.9,2227.6
KS,Brown,Coronary Heart Disease,Ages 65 years and older,400260,15840.5,13277.1,18941.1
KS,Brown,Stroke,Ages 35-64 years,400260,325.3,238.3,436.7
KS,Brown,Stroke,Ages 65 years and older,400260,7333.7,6041.8,8729.6
KS,Butler,Coronary Heart Disease,Ages 35-64 years,400300,1205.5,1005.0,1427.9
KS,Butler,Coronary Heart Disease,Ages 65 years and older,400300,15394.6,13596.2,17284.6
KS,Butler,Stroke,Ages 35-64 years,400300,332.4,261.9,414.4
KS,Butler,Stroke,Ages 65 years and older,400300,8498.9,7438.0,9643.6
KS,Chase,Coronary Heart Disease,Ages 35-64 years,400340,1052.6,816.0,1546.7
KS,Chase,Coronary Heart Disease,Ages 65 years and older,400340,12196.0,9697.0,15044.2
KS,Chase,Stroke,Ages 35-64 years,400340,317.7,244.9,490.1
KS,Chase,Stroke,Ages 65 years and older,400340,6339.1,4868.8,7786.7
KS,Chautauqua,Coronary Heart Disease,Ages 35-64 years,400380,1726.6,1363.9,2236.1
KS,Chautauqua,Coronary Heart Disease,Ages 65 years and older,400380,18782.9,15383.1,23382.0
KS,Chautauqua,Stroke,Ages 35-64 years,400380,487.5,366.6,652.2
KS,Chautauqua,Stroke,Ages 65 years and older,400380,6222.5,4952.3,7777.3
KS,Cherokee,Coronary Heart Disease,Ages 35-64 years,400420,2318.9,1875.6,2863.0
KS,Cherokee,Coronary Heart Disease,Ages 65 years and older,400420,24831.5,21561.9,28541.399999999998
KS,Cherokee,Stroke,Ages 35-64 years,400420,484.4,372.0,657.7
KS,Cherokee,Stroke,Ages 65 years and older,400420,8236.9,7000.8,9694.8
KS,Cheyenne,Coronary Heart Disease,Ages 35-64 years,400460,1212.0,866.1,1631.1
KS,Cheyenne,Coronary Heart Disease,Ages 65 years and older,400460,13585.5,10789.800000000001,17459.1
KS,Cheyenne,Stroke,Ages 35-64 years,400460,253.9,185.0,348.5
KS,Cheyenne,Stroke,Ages 65 years and older,400460,4806.9,3819.2,6147.3
KS,Clark,Coronary Heart Disease,Ages 35-64 years,400500,1376.0,915.5,1963.9
KS,Clark,Coronary Heart Disease,Ages 65 years and older,400500,0.0,0.0,0.0
KS,Clark,Stroke,Ages 35-64 years,400500,327.2,234.4,458.9
KS,Clark,Stroke,Ages 65 years and older,400500,0.0,0.0,0.0
KS,Clay,Coronary Heart Disease,Ages 35-64 years,400540,888.0,647.1,1224.3
KS,Clay,Coronary Heart Disease,Ages 65 years and older,400540,10920.5,8808.4,13066.2
KS,Clay,Stroke,Ages 35-64 years,400540,274.5,197.4,375.6
KS,Clay,Stroke,Ages 65 years and older,400540,7383.1,5980.5,8776.1
KS,Cloud,Coronary Heart Disease,Ages 35-64 years,400580,1350.9,1068.6,1707.5
KS,Cloud,Coronary Heart Disease,Ages 65 years and older,400580,15118.3,12847.9,17851.3
KS,Cloud,Stroke,Ages 35-64 years,400580,287.9,218.0,368.4
KS,Cloud,Stroke,Ages 65 years and older,400580,7166.0,6090.5,8437.5
KS,Coffey,Coronary Heart Disease,Ages 35-64 years,400620,1453.3,1143.0,1884.6
KS,Coffey,Coronary Heart Disease,Ages 65 years and older,400620,14366.1,12090.7,16961.6
KS,Coffey,Stroke,Ages 35-64 years,400620,313.2,227.8,412.0
KS,Coffey,Stroke,Ages 65 years and older,400620,6902.5,5538.0,8320.4
KS,Comanche,Coronary Heart Disease,Ages 35-64 years,400660,1618.5,1090.7,2341.0
KS,Comanche,Coronary Heart Disease,Ages 65 years and older,400660,0.0,0.0,0.0
KS,Comanche,Stroke,Ages 35-64 years,400660,388.9,270.5,573.7
KS,Comanche,Stroke,Ages 65 years and older,400660,0.0,0.0,0.0
KS,Cowley,Coronary Heart Disease,Ages 35-64 years,400700,1720.9,1417.4,2097.7
KS,Cowley,Coronary Heart Disease,Ages 65 years and older,400700,16924.4,14856.4,19178.8
KS,Cowley,Stroke,Ages 35-64 years,400700,403.1,319.1,496.9
KS,Cowley,Stroke,Ages 65 years and older,400700,7024.3,6079.0,8066.2
KS,Crawford,Coronary Heart Disease,Ages 35-64 years,400740,2057.3,1708.1,2476.8
KS,Crawford,Coronary Heart Disease,Ages 65 years and older,400740,21470.7,18971.7,24272.9
KS,Crawford,Stroke,Ages 35-64 years,400740,354.1,286.9,439.8
KS,Crawford,Stroke,Ages 65 years and older,400740,7010.3,6078.2,8070.5
KS,Decatur,Coronary Heart Disease,Ages 35-64 years,400780,1139.5,851.9,1620.9
KS,Decatur,Coronary Heart Disease,Ages 65 years and older,400780,15592.5,12867.7,19138.2
KS,Decatur,Stroke,Ages 35-64 years,400780,217.3,162.0,303.3
KS,Decatur,Stroke,Ages 65 years and older,400780,4995.6,4016.8,6414.1
KS,Dickinson,Coronary Heart Disease,Ages 35-64 years,400820,1419.4,1121.2,1794.4
KS,Dickinson,Coronary Heart Disease,Ages 65 years and older,400820,17107.8,14780.9,19738.4
KS,Dickinson,Stroke,Ages 35-64 years,400820,292.0,229.7,367.3
KS,Dickinson,Stroke,Ages 65 years and older,400820,8971.5,7628.3,10473.4
KS,Doniphan,Coronary Heart Disease,Ages 35-64 years,400860,1778.7,1328.5,2501.0
KS,Doniphan,Coronary Heart Disease,Ages 65 years and older,400860,18029.0,15073.5,21592.0
KS,Doniphan,Stroke,Ages 35-64 years,400860,311.3,201.0,461.1
KS,Doniphan,Stroke,Ages 65 years and older,400860,7888.8,6552.900000000001,9480.1
KS,Douglas,Coronary Heart Disease,Ages 35-64 years,400900,976.3,809.2,1182.0
KS,Douglas,Coronary Heart Disease,Ages 65 years and older,400900,11327.4,9977.2,12825.4
KS,Douglas,Stroke,Ages 35-64 years,400900,214.5,174.2,265.5
KS,Douglas,Stroke,Ages 65 years and older,400900,6259.9,5448.0,7206.1
KS,Edwards,Coronary Heart Disease,Ages 35-64 years,400940,1303.7,935.3,1983.5
KS,Edwards,Coronary Heart Disease,Ages 65 years and older,400940,18206.0,14187.0,23856.2
KS,Edwards,Stroke,Ages 35-64 years,400940,256.1,180.4,398.3
KS,Edwards,Stroke,Ages 65 years and older,400940,5883.7,4564.5,7644.5
KS,Elk,Coronary Heart Disease,Ages 35-64 years,400980,2083.1,1580.3,2858.3
KS,Elk,Coronary Heart Disease,Ages 65 years and older,400980,20154.5,16655.3,24356.7
KS,Elk,Stroke,Ages 35-64 years,400980,454.4,359.4,599.3
KS,Elk,Stroke,Ages 65 years and older,400980,6557.7,5405.5,8057.3
KS,Ellis,Coronary Heart Disease,Ages 35-64 years,401020,1023.8,830.6,1295.5
KS,Ellis,Coronary Heart Disease,Ages 65 years and older,401020,13663.4,11677.8,15988.4
KS,Ellis,Stroke,Ages 35-64 years,401020,244.3,192.5,315.9
KS,Ellis,Stroke,Ages 65 years and older,401020,6999.9,5943.2,8255.0
KS,Ellsworth,Coronary Heart Disease,Ages 35-64 years,401060,1512.5,1183.4,1976.0
KS,Ellsworth,Coronary Heart Disease,Ages 65 years and older,401060,17578.5,14584.8,21048.3
KS,Ellsworth,Stroke,Ages 35-64 years,401060,290.9,207.3,395.6
KS,Ellsworth,Stroke,Ages 65 years and older,401060,6374.2,5207.7,7902.3
KS,Finney,Coronary Heart Disease,Ages 35-64 years,401100,1095.9,869.7,1331.1
