State,County,Topic,Age,LocationID,Data_Value,Low_Bound,Up_Bound
KS,Dickinson,Stroke,Ages 65 years and older,60123,-62.7,-101.2,-14.2
KS,Doniphan,Coronary Heart Disease,Ages 35-64 years,60129,-32.8,-102.1,52.599999999999994
KS,Doniphan,Coronary Heart Disease,Ages 65 years and older,60129,-35.8,-92.7,30.200000000000003
KS,Doniphan,Stroke,Ages 35-64 years,60129,-9.0,-79.0,78.3
KS,Doniphan,Stroke,Ages 65 years and older,60129,-45.4,-95.2,16.9
KS,Douglas,Coronary Heart Disease,Ages 35-64 years,60135,-6.6000000000000005,-68.8,79.4
KS,Douglas,Coronary Heart Disease,Ages 65 years and older,60135,-37.9,-78.7,9.899999999999995
KS,Douglas,Stroke,Ages 35-64 years,60135,0.7999999999999989,-68.6,86.0
KS,Douglas,Stroke,Ages 65 years and older,60135,-34.0,-79.6,16.8
KS,Edwards,Coronary Heart Disease,Ages 35-64 years,60141,4.1000000000000005,-101.5,127.19999999999999
KS,Edwards,Coronary Heart Disease,Ages 65 years and older,60141,-28.9,-103.1,68.69999999999999
KS,Edwards,Stroke,Ages 35-64 years,60141,6.2,-74.3,130.5
KS,Edwards,Stroke,Ages 65 years and older,60141,-51.3,-103.7,30.3
KS,Elk,Coronary Heart Disease,Ages 35-64 years,60147,2.0,-84.2,117.6
KS,Elk,Coronary Heart Disease,Ages 65 years and older,60147,-36.6,-96.0,34.7
KS,Elk,Stroke,Ages 35-64 years,60147,-21.3,-87.8,66.7
KS,Elk,Stroke,Ages 65 years and older,60147,-50.4,-96.2,14.5
KS,Ellis,Coronary Heart Disease,Ages 35-64 years,60153,8.700000000000003,-74.5,141.3
KS,Ellis,Coronary Heart Disease,Ages 65 years and older,60153,-56.2,-99.6,4.900000000000002
KS,Ellis,Stroke,Ages 35-64 years,60153,5.9,-76.2,116.9
KS,Ellis,Stroke,Ages 65 years and older,60153,-54.3,-94.6,5.300000000000001
KS,Ellsworth,Coronary Heart Disease,Ages 35-64 years,60159,4.8999999999999995,-70.6,120.3
KS,Ellsworth,Coronary Heart Disease,Ages 65 years and older,60159,-43.800000000000004,-92.8,16.799999999999997
KS,Ellsworth,Stroke,Ages 35-64 years,60159,7.799999999999999,-65.4,100.4
KS,Ellsworth,Stroke,Ages 65 years and older,60159,-28.1,-78.5,35.5
KS,Finney,Coronary Heart Disease,Ages 35-64 years,60165,-39.4,-102.8,59.8
KS,Finney,Coronary Heart Disease,Ages 65 years and older,60165,-78.5,-118.7,-32.1
KS,Finney,Stroke,Ages 35-64 years,60165,-0.30000000000000004,-76.8,101.0
KS,Finney,Stroke,Ages 65 years and older,60165,-46.400000000000006,-91.19999999999999,13.0
KS,Ford,Coronary Heart Disease,Ages 35-64 years,60171,-22.599999999999998,-99.69999999999999,92.10000000000001
KS,Ford,Coronary Heart Disease,Ages 65 years and older,60171,-26.900000000000002,-81.8,35.7
KS,Ford,Stroke,Ages 35-64 years,60171,-12.8,-84.7,95.10000000000001
KS,Ford,Stroke,Ages 65 years and older,60171,-72.5,-113.69999999999999,-18.9
KS,Franklin,Coronary Heart Disease,Ages 35-64 years,60177,6.400000000000002,-69.6,104.3
KS,Franklin,Coronary Heart Disease,Ages 65 years and older,60177,-36.8,-83.1,16.6
KS,Franklin,Stroke,Ages 35-64 years,60177,-13.7,-76.2,69.5
KS,Franklin,Stroke,Ages 65 years and older,60177,-41.400000000000006,-85.1,11.799999999999999
KS,Geary,Coronary Heart Disease,Ages 35-64 years,60183,-3.799999999999999,-75.0,108.8
KS,Geary,Coronary Heart Disease,Ages 65 years and older,60183,-30.1,-87.3,47.900000000000006
KS,Geary,Stroke,Ages 35-64 years,60183,-38.6,-104.69999999999999,49.199999999999996
KS,Geary,Stroke,Ages 65 years and older,60183,-57.0,-104.39999999999999,-2.6999999999999993
KS,Gove,Coronary Heart Disease,Ages 35-64 years,60189,-17.0,-92.4,90.9
KS,Gove,Coronary Heart Disease,Ages 65 years and older,60189,-55.400000000000006,-107.8,17.700000000000003
KS,Gove,Stroke,Ages 35-64 years,60189,4.0,-74.3,100.4
KS,Gove,Stroke,Ages 65 years and older,60189,-40.5,-96.0,18.200000000000003
KS,Graham,Coronary Heart Disease,Ages 35-64 years,60195,-17.3,-103.30000000000001,107.80000000000001
KS,Graham,Coronary Heart Disease,Ages 65 years and older,60195,-56.1,-113.69999999999999,19.799999999999997
KS,Graham,Stroke,Ages 35-64 years,60195,4.999999999999999,-82.7,127.5
KS,Graham,Stroke,Ages 65 years and older,60195,-41.6,-96.69999999999999,31.1
KS,Grant,Coronary Heart Disease,Ages 35-64 years,60201,-33.8,-99.6,60.599999999999994
KS,Grant,Coronary Heart Disease,Ages 65 years and older,60201,-65.4,-118.19999999999999,-2.7
KS,Grant,Stroke,Ages 35-64 years,60201,-11.6,-78.0,79.19999999999999
KS,Grant,Stroke,Ages 65 years and older,60201,-49.300000000000004,-95.0,14.1
KS,Gray,Coronary Heart Disease,Ages 35-64 years,60207,-26.9,-110.1,96.69999999999999
KS,Gray,Coronary Heart Disease,Ages 65 years and older,60207,-28.8,-92.9,40.9
KS,Gray,Stroke,Ages 35-64 years,60207,-17.9,-94.1,77.3
KS,Gray,Stroke,Ages 65 years and older,60207,-64.5,-110.8,-1.9
KS,Greeley,Coronary Heart Disease,Ages 35-64 years,60213,0.0,0.0,0.0
KS,Greeley,Coronary Heart Disease,Ages 65 years and older,60213,0.0,0.0,0.0
KS,Greeley,Stroke,Ages 35-64 years,60213,0.0,0.0,0.0
KS,Greeley,Stroke,Ages 65 years and older,60213,0.0,0.0,0.0
KS,Greenwood,Coronary Heart Disease,Ages 35-64 years,60219,-33.3,-108.0,70.39999999999999
KS,Greenwood,Coronary Heart Disease,Ages 65 years and older,60219,-66.6,-115.9,-6.6
KS,Greenwood,Stroke,Ages 35-64 years,60219,-10.5,-74.4,69.10000000000001
KS,Greenwood,Stroke,Ages 65 years and older,60219,-53.4,-98.9,1.3000000000000007
KS,Hamilton,Coronary Heart Disease,Ages 35-64 years,60225,-46.5,-120.2,87.1
KS,Hamilton,Coronary Heart Disease,Ages 65 years and older,60225,0.0,0.0,0.0
KS,Hamilton,Stroke,Ages 35-64 years,60225,8.700000000000001,-76.9,131.7
KS,Hamilton,Stroke,Ages 65 years and older,60225,0.0,0.0,0.0
KS,Harper,Coronary Heart Disease,Ages 35-64 years,60231,-36.2,-112.8,80.5
KS,Harper,Coronary Heart Disease,Ages 65 years and older,60231,-55.99999999999999,-117.2,18.9
KS,Harper,Stroke,Ages 35-64 years,60231,0.9999999999999996,-77.60000000000001,137.2
KS,Harper,Stroke,Ages 65 years and older,60231,-49.0,-101.5,19.9
KS,Harvey,Coronary Heart Disease,Ages 35-64 years,60237,3.7,-72.2,104.30000000000001
KS,Harvey,Coronary Heart Disease,Ages 65 years and older,60237,-20.800000000000004,-70.2,33.8
KS,Harvey,Stroke,Ages 35-64 years,60237,27.4,-56.3,133.9
KS,Harvey,Stroke,Ages 65 years and older,60237,-44.8,-89.7,4.999999999999999
KS,Haskell,Coronary Heart Disease,Ages 35-64 years,60243,-40.9,-112.2,60.2
KS,Haskell,Coronary Heart Disease,Ages 65 years and older,60243,-76.4,-123.7,-11.0
KS,Haskell,Stroke,Ages 35-64 years,60243,0.40000000000000036,-72.9,92.3
KS,Haskell,Stroke,Ages 65 years and older,60243,-55.099999999999994,-104.0,3.0
KS,Hodgeman,Coronary Heart Disease,Ages 35-64 years,60249,-10.999999999999998,-108.3,116.60000000000001
KS,Hodgeman,Coronary Heart Disease,Ages 65 years and older,60249,0.0,0.0,0.0
KS,Hodgeman,Stroke,Ages 35-64 years,60249,-13.0,-89.5,84.89999999999999
KS,Hodgeman,Stroke,Ages 65 years and older,60249,0.0,0.0,0.0
KS,Jackson,Coronary Heart Disease,Ages 35-64 years,60255,-5.099999999999998,-87.60000000000001,86.8
KS,Jackson,Coronary Heart Disease,Ages 65 years and older,60255,-32.6,-85.0,43.0
KS,Jackson,Stroke,Ages 35-64 years,60255,-36.6,-99.7,44.3
KS,Jackson,Stroke,Ages 65 years and older,60255,-52.199999999999996,-96.8,10.6
KS,Jefferson,Coronary Heart Disease,Ages 35-64 years,60261,6.200000000000001,-68.5,129.9
KS,Jefferson,Coronary Heart Disease,Ages 65 years and older,60261,-38.5,-93.5,21.799999999999997
KS,Jefferson,Stroke,Ages 35-64 years,60261,-1.7999999999999998,-68.6,101.7
KS,Jefferson,Stroke,Ages 65 years and older,60261,-28.4,-79.7,27.3
KS,Jewell,Coronary Heart Disease,Ages 35-64 years,60267,-32.6,-104.9,58.8
KS,Jewell,Coronary Heart Disease,Ages 65 years and older,60267,-62.1,-109.1,0.5
KS,Jewell,Stroke,Ages 35-64 years,60267,-1.7999999999999998,-74.6,92.6
KS,Jewell,Stroke,Ages 65 years and older,60267,-43.1,-90.7,16.7
KS,Johnson,Coronary Heart Disease,Ages 35-64 years,60273,-22.400000000000002,-66.8,29.1
KS,Johnson,Coronary Heart Disease,Ages 65 years and older,60273,-55.0,-78.8,-29.2
KS,Johnson,Stroke,Ages 35-64 years,60273,-12.299999999999999,-67.4,52.7
KS,Johnson,Stroke,Ages 65 years and older,60273,-49.8,-78.2,-18.1
KS,Kearny,Coronary Heart Disease,Ages 35-64 years,60279,-46.8,-137.39999999999998,58.7
KS,Kearny,Coronary Heart Disease,Ages 65 years and older,60279,-83.7,-139.2,-24.9
KS,Kearny,Stroke,Ages 35-64 years,60279,2.5,-77.7,101.9
KS,Kearny,Stroke,Ages 65 years and older,60279,-47.7,-96.0,11.2
KS,Kingman,Coronary Heart Disease,Ages 35-64 years,60285,17.599999999999998,-62.1,162.79999999999998
KS,Kingman,Coronary Heart Disease,Ages 65 years and older,60285,-16.699999999999996,-69.6,60.099999999999994
KS,Kingman,Stroke,Ages 35-64 years,60285,24.299999999999997,-52.199999999999996,139.8
KS,Kingman,Stroke,Ages 65 years and older,60285,-49.9,-94.69999999999999,15.8
KS,Kiowa,Coronary Heart Disease,Ages 35-64 years,60291,-2.4999999999999964,-97.6,137.1
KS,Kiowa,Coronary Heart Disease,Ages 65 years and older,60291,-25.3,-92.60000000000001,67.5
KS,Kiowa,Stroke,Ages 35-64 years,60291,8.2,-75.4,138.8
KS,Kiowa,Stroke,Ages 65 years and older,60291,-46.4,-103.5,36.9
KS,Labette,Coronary Heart Disease,Ages 35-64 years,60297,-8.7,-82.30000000000001,105.3
KS,Labette,Coronary Heart Disease,Ages 65 years and older,60297,-45.2,-96.89999999999999,15.800000000000004
KS,Labette,Stroke,Ages 35-64 years,60297,-30.1,-85.6,55.2
KS,Labette,Stroke,Ages 65 years and older,60297,-49.3,-91.2,1.4000000000000004
KS,Lane,Coronary Heart Disease,Ages 35-64 years,60303,1.1,-104.7,139.0
KS,Lane,Coronary Heart Disease,Ages 65 years and older,60303,0.0,0.0,0.0
KS,Lane,Stroke,Ages 35-64 years,60303,12.100000000000001,-76.3,138.8
KS,Lane,Stroke,Ages 65 years and older,60303,0.0,0.0,0.0
KS,Leavenworth,Coronary Heart Disease,Ages 35-64 years,60309,-10.2,-67.4,63.8
KS,Leavenworth,Coronary Heart Disease,Ages 65 years and older,60309,-54.6,-95.5,-5.8999999999999995
KS,Leavenworth,Stroke,Ages 35-64 years,60309,-13.6,-80.8,71.5
KS,Leavenworth,Stroke,Ages 65 years and older,60309,-48.5,-98.3,1.2000000000000002
KS,Lincoln,Coronary Heart Disease,Ages 35-64 years,60315,-51.9,-119.0,34.0
KS,Lincoln,Coronary Heart Disease,Ages 65 years and older,60315,-86.8,-130.7,-32.3
KS,Lincoln,Stroke,Ages 35-64 years,60315,-16.1,-90.9,78.30000000000001
KS,Lincoln,Stroke,Ages 65 years and older,60315,-35.4,-89.9,32.1
KS,Linn,Coronary Heart Disease,Ages 35-64 years,60321,-2.0,-72.6,99.7
KS,Linn,Coronary Heart Disease,Ages 65 years and older,60321,-55.8,-102.8,5.900000000000002
KS,Linn,Stroke,Ages 35-64 years,60321,-6.9,-76.8,71.2
KS,Linn,Stroke,Ages 65 years and older,60321,-39.6,-85.1,18.1
KS,Logan,Coronary Heart Disease,Ages 35-64 years,60327,-41.0,-110.9,61.5
KS,Logan,Coronary Heart Disease,Ages 65 years and older,60327,-69.69999999999999,-119.6,-8.799999999999999
KS,Logan,Stroke,Ages 35-64 years,60327,-12.7,-85.2,88.8
KS,Logan,Stroke,Ages 65 years and older,60327,-35.400000000000006,-86.0,20.6
KS,Lyon,Coronary Heart Disease,Ages 35-64 years,60333,-17.8,-83.8,89.8
KS,Lyon,Coronary Heart Disease,Ages 65 years and older,60333,-52.7,-99.8,9.899999999999999
KS,Lyon,Stroke,Ages 35-64 years,60333,-11.7,-77.8,74.2
KS,Lyon,Stroke,Ages 65 years and older,60333,-39.7,-86.9,16.9
KS,Marion,Coronary Heart Disease,Ages 35-64 years,60345,-5.399999999999999,-85.9,88.3
KS,Marion,Coronary Heart Disease,Ages 65 years and older,60345,-45.8,-97.0,16.9
KS,Marion,Stroke,Ages 35-64 years,60345,-5.300000000000001,-67.2,88.1
KS,Marion,Stroke,Ages 65 years and older,60345,-54.5,-93.9,2.6999999999999993
KS,Marshall,Coronary Heart Disease,Ages 35-64 years,60351,-15.5,-83.0,90.9
KS,Marshall,Coronary Heart Disease,Ages 65 years and older,60351,-49.900000000000006,-101.5,7.7
KS,Marshall,Stroke,Ages 35-64 years,60351,-0.10000000000000142,-66.7,97.0
KS,Marshall,Stroke,Ages 65 years and older,60351,-42.1,-91.8,10.399999999999999
KS,McPherson,Coronary Heart Disease,Ages 35-64 years,60339,-6.0,-74.9,85.30000000000001
KS,McPherson,Coronary Heart Disease,Ages 65 years and older,60339,-62.3,-103.5,-10.3
KS,McPherson,Stroke,Ages 35-64 years,60339,8.799999999999999,-54.1,105.7
KS,McPherson,Stroke,Ages 65 years and older,60339,-68.1,-106.1,-23.200000000000003
KS,Meade,Coronary Heart Disease,Ages 35-64 years,60357,-7.9999999999999964,-99.3,104.3
KS,Meade,Coronary Heart Disease,Ages 65 years and older,60357,-39.3,-98.5,33.099999999999994
KS,Meade,Stroke,Ages 35-64 years,60357,-3.5999999999999996,-79.5,96.2
KS,Meade,Stroke,Ages 65 years and older,60357,-54.8,-109.9,8.3
KS,Miami,Coronary Heart Disease,Ages 35-64 years,60363,-12.3,-78.0,63.5
KS,Miami,Coronary Heart Disease,Ages 65 years and older,60363,-58.5,-99.9,-12.100000000000001
KS,Miami,Stroke,Ages 35-64 years,60363,3.399999999999999,-67.1,96.4
KS,Miami,Stroke,Ages 65 years and older,60363,-34.9,-83.9,21.599999999999998
KS,Mitchell,Coronary Heart Disease,Ages 35-64 years,60369,5.2,-91.9,130.0
KS,Mitchell,Coronary Heart Disease,Ages 65 years and older,60369,-38.7,-111.2,34.0
KS,Mitchell,Stroke,Ages 35-64 years,60369,-6.8999999999999995,-92.0,95.19999999999999
KS,Mitchell,Stroke,Ages 65 years and older,60369,-37.5,-95.8,30.9
KS,Montgomery,Coronary Heart Disease,Ages 35-64 years,60375,61.2,-16.599999999999998,166.7
KS,Montgomery,Coronary Heart Disease,Ages 65 years and older,60375,30.6,-17.4,87.69999999999999
KS,Montgomery,Stroke,Ages 35-64 years,60375,-14.7,-75.6,65.3
KS,Montgomery,Stroke,Ages 65 years and older,60375,-43.0,-82.2,10.7
KS,Morris,Coronary Heart Disease,Ages 35-64 years,60381,-9.5,-90.1,112.4
KS,Morris,Coronary Heart Disease,Ages 65 years and older,60381,-45.2,-99.80000000000001,22.9
KS,Morris,Stroke,Ages 35-64 years,60381,-13.6,-85.7,83.5
KS,Morris,Stroke,Ages 65 years and older,60381,-59.3,-104.5,3.2
KS,Morton,Coronary Heart Disease,Ages 35-64 years,60387,-44.5,-110.4,60.5
KS,Morton,Coronary Heart Disease,Ages 65 years and older,60387,-68.9,-126.5,7.300000000000001
KS,Morton,Stroke,Ages 35-64 years,60387,-19.6,-84.80000000000001,75.7
KS,Morton,Stroke,Ages 65 years and older,60387,-47.0,-102.7,35.800000000000004
KS,Nemaha,Coronary Heart Disease,Ages 35-64 years,60393,-25.2,-100.10000000000001,80.4
KS,Nemaha,Coronary Heart Disease,Ages 65 years and older,60393,-43.0,-91.5,26.800000000000004
KS,Nemaha,Stroke,Ages 35-64 years,60393,-15.5,-84.0,82.89999999999999
KS,Nemaha,Stroke,Ages 65 years and older,60393,-55.1,-100.39999999999999,5.699999999999999
KS,Neosho,Coronary Heart Disease,Ages 35-64 years,60399,13.8,-61.400000000000006,124.30000000000001
KS,Neosho,Coronary Heart Disease,Ages 65 years and older,60399,-37.599999999999994,-84.9,18.699999999999996
KS,Neosho,Stroke,Ages 35-64 years,60399,-21.2,-85.69999999999999,50.9
KS,Neosho,Stroke,Ages 65 years and older,60399,-54.4,-99.3,-5.4
KS,Ness,Coronary Heart Disease,Ages 35-64 years,60405,-13.7,-97.0,95.19999999999999
KS,Ness,Coronary Heart Disease,Ages 65 years and older,60405,-52.0,-102.0,16.3
KS,Ness,Stroke,Ages 35-64 years,60405,2.5,-74.1,94.7
KS,Ness,Stroke,Ages 65 years and older,60405,-45.5,-91.7,12.399999999999999
KS,Norton,Coronary Heart Disease,Ages 35-64 years,60411,-1.0,-95.5,107.7
KS,Norton,Coronary Heart Disease,Ages 65 years and older,60411,-43.9,-98.7,39.2
KS,Norton,Stroke,Ages 35-64 years,60411,-6.5,-91.2,108.1
KS,Norton,Stroke,Ages 65 years and older,60411,-52.0,-103.2,11.9
KS,Osage,Coronary Heart Disease,Ages 35-64 years,60417,-7.199999999999999,-77.2,105.1
KS,Osage,Coronary Heart Disease,Ages 65 years and older,60417,-38.9,-86.39999999999999,19.9
KS,Osage,Stroke,Ages 35-64 years,60417,-10.0,-76.1,82.8
KS,Osage,Stroke,Ages 65 years and older,60417,-31.9,-78.6,22.2
KS,Osborne,Coronary Heart Disease,Ages 35-64 years,60423,-10.699999999999998,-80.69999999999999,98.4
KS,Osborne,Coronary Heart Disease,Ages 65 years and older,60423,-49.4,-101.5,9.9
KS,Osborne,Stroke,Ages 35-64 years,60423,0.3000000000000007,-67.9,111.0
KS,Osborne,Stroke,Ages 65 years and older,60423,-31.7,-85.4,31.1
KS,Ottawa,Coronary Heart Disease,Ages 35-64 years,60429,-18.3,-93.5,100.0
KS,Ottawa,Coronary Heart Disease,Ages 65 years and older,60429,-68.1,-112.5,-13.2
KS,Ottawa,Stroke,Ages 35-64 years,60429,2.7,-78.7,97.3
KS,Ottawa,Stroke,Ages 65 years and older,60429,-43.0,-89.6,12.3
KS,Pawnee,Coronary Heart Disease,Ages 35-64 years,60435,5.000000000000001,-88.1,107.10000000000001
KS,Pawnee,Coronary Heart Disease,Ages 65 years and older,60435,-39.5,-96.8,27.7
KS,Pawnee,Stroke,Ages 35-64 years,60435,-8.8,-81.8,79.0
KS,Pawnee,Stroke,Ages 65 years and older,60435,-48.900000000000006,-97.7,14.2
KS,Phillips,Coronary Heart Disease,Ages 35-64 years,60441,5.699999999999999,-105.1,131.5
KS,Phillips,Coronary Heart Disease,Ages 65 years and older,60441,-38.3,-102.3,33.7
KS,Phillips,Stroke,Ages 35-64 years,60441,0.29999999999999893,-90.2,107.39999999999999
KS,Phillips,Stroke,Ages 65 years and older,60441,-43.5,-97.5,20.1
KS,Pottawatomie,Coronary Heart Disease,Ages 35-64 years,60447,-21.1,-87.5,78.3
KS,Pottawatomie,Coronary Heart Disease,Ages 65 years and older,60447,-52.6,-98.8,4.100000000000001
KS,Pottawatomie,Stroke,Ages 35-64 years,60447,-24.7,-88.9,65.2
KS,Pottawatomie,Stroke,Ages 65 years and older,60447,-60.900000000000006,-103.9,-3.3
KS,Pratt,Coronary Heart Disease,Ages 35-64 years,60453,1.2000000000000028,-85.9,103.2
KS,Pratt,Coronary Heart Disease,Ages 65 years and older,60453,-28.300000000000004,-85.4,39.099999999999994
KS,Pratt,Stroke,Ages 35-64 years,60453,17.6,-56.3,121.6
KS,Pratt,Stroke,Ages 65 years and older,60453,-40.4,-92.9,22.8
KS,Rawlins,Coronary Heart Disease,Ages 35-64 years,60459,12.600000000000001,-90.7,118.7
KS,Rawlins,Coronary Heart Disease,Ages 65 years and older,60459,-30.599999999999998,-95.4,36.0
KS,Rawlins,Stroke,Ages 35-64 years,60459,-7.200000000000001,-78.5,91.10000000000001
KS,Rawlins,Stroke,Ages 65 years and older,60459,-36.4,-81.8,31.6
KS,Reno,Coronary Heart Disease,Ages 35-64 years,60465,-27.9,-83.8,47.7
KS,Reno,Coronary Heart Disease,Ages 65 years and older,60465,-55.3,-92.39999999999999,-13.200000000000003
KS,Reno,Stroke,Ages 35-64 years,60465,14.100000000000001,-52.4,94.6
KS,Reno,Stroke,Ages 65 years and older,60465,-72.1,-107.7,-34.1
KS,Republic,Coronary Heart Disease,Ages 35-64 years,60471,-36.9,-99.5,59.1
KS,Republic,Coronary Heart Disease,Ages 65 years and older,60471,-45.5,-99.8,24.0
KS,Republic,Stroke,Ages 35-64 years,60471,-20.6,-77.8,66.9
KS,Republic,Stroke,Ages 65 years and older,60471,-38.1,-92.1,17.4
KS,Rice,Coronary Heart Disease,Ages 35-64 years,60477,0.5000000000000002,-77.7,97.2
KS,Rice,Coronary Heart Disease,Ages 65 years and older,60477,-35.5,-87.60000000000001,33.4
KS,Rice,Stroke,Ages 35-64 years,60477,18.0,-60.6,117.6
KS,Rice,Stroke,Ages 65 years and older,60477,-38.7,-88.7,27.299999999999997
KS,Riley,Coronary Heart Disease,Ages 35-64 years,60483,-16.2,-89.4,93.3
KS,Riley,Coronary Heart Disease,Ages 65 years and older,60483,-67.5,-111.5,-15.200000000000003
KS,Riley,Stroke,Ages 35-64 years,60483,-19.7,-84.1,70.80000000000001
KS,Riley,Stroke,Ages 65 years and older,60483,-58.4,-105.0,-5.299999999999999
KS,Rooks,Coronary Heart Disease,Ages 35-64 years,60489,-11.9,-96.0,115.0
KS,Rooks,Coronary Heart Disease,Ages 65 years and older,60489,-50.0,-112.5,44.5
KS,Rooks,Stroke,Ages 35-64 years,60489,4.4,-85.1,107.4
KS,Rooks,Stroke,Ages 65 years and older,60489,-42.7,-100.1,33.3
KS,Rush,Coronary Heart Disease,Ages 35-64 years,60495,-20.5,-116.30000000000001,85.6
KS,Rush,Coronary Heart Disease,Ages 65 years and older,60495,-77.9,-124.1,-17.2
KS,Rush,Stroke,Ages 35-64 years,60495,6.999999999999999,-77.6,116.4
KS,Rush,Stroke,Ages 65 years and older,60495,-45.0,-94.3,22.2
KS,Russell,Coronary Heart Disease,Ages 35-64 years,60501,-15.0,-93.80000000000001,80.60000000000001
KS,Russell,Coronary Heart Disease,Ages 65 years and older,60501,-53.5,-104.9,4.2
KS,Russell,Stroke,Ages 35-64 years,60501,0.5,-77.3,101.6
KS,Russell,Stroke,Ages 65 years and older,60501,-26.9,-80.4,43.3
KS,Saline,Coronary Heart Disease,Ages 35-64 years,60507,-44.0,-101.4,29.7
KS,Saline,Coronary Heart Disease,Ages 65 years and older,60507,-73.7,-109.7,-33.1
KS,Saline,Stroke,Ages 35-64 years,60507,-12.6,-76.4,78.19999999999999
KS,Saline,Stroke,Ages 65 years and older,60507,-48.2,-90.4,-1.2999999999999998
KS,Scott,Coronary Heart Disease,Ages 35-64 years,60513,-10.5,-102.30000000000001,118.5
KS,Scott,Coronary Heart Disease,Ages 65 years and older,60513,-39.800000000000004,-102.0,37.5
KS,Scott,Stroke,Ages 35-64 years,60513,14.4,-71.9,128.2
KS,Scott,Stroke,Ages 65 years and older,60513,-32.6,-92.1,31.700000000000003
KS,Sedgwick,Coronary Heart Disease,Ages 35-64 years,60519,-23.8,-59.800000000000004,18.7
KS,Sedgwick,Coronary Heart Disease,Ages 65 years and older,60519,-39.5,-62.5,-13.400000000000002
KS,Sedgwick,Stroke,Ages 35-64 years,60519,-9.9,-62.3,58.6
KS,Sedgwick,Stroke,Ages 65 years and older,60519,-40.0,-67.69999999999999,-5.700000000000001
KS,Seward,Coronary Heart Disease,Ages 35-64 years,60525,-52.0,-128.5,58.5
KS,Seward,Coronary Heart Disease,Ages 65 years and older,60525,-68.7,-120.9,-5.600000000000001
KS,Seward,Stroke,Ages 35-64 years,60525,-17.2,-93.2,87.3
KS,Seward,Stroke,Ages 65 years and older,60525,-41.7,-93.5,30.4
KS,Shawnee,Coronary Heart Disease,Ages 35-64 years,60531,-34.6,-80.9,21.1
KS,Shawnee,Coronary Heart Disease,Ages 65 years and older,60531,-72.4,-99.8,-40.8
KS,Shawnee,Stroke,Ages 35-64 years,60531,-35.2,-88.69999999999999,38.0
KS,Shawnee,Stroke,Ages 65 years and older,60531,-49.599999999999994,-85.60000000000001,-11.399999999999999
KS,Sheridan,Coronary Heart Disease,Ages 35-64 years,60537,-31.3,-127.0,85.7
KS,Sheridan,Coronary Heart Disease,Ages 65 years and older,60537,-67.3,-127.19999999999999,16.099999999999998
KS,Sheridan,Stroke,Ages 35-64 years,60537,-3.3,-88.5,108.6
KS,Sheridan,Stroke,Ages 65 years and older,60537,-54.0,-110.6,16.4
KS,Sherman,Coronary Heart Disease,Ages 35-64 years,60543,-39.6,-114.1,67.1
KS,Sherman,Coronary Heart Disease,Ages 65 years and older,60543,-58.0,-116.4,12.200000000000001
KS,Sherman,Stroke,Ages 35-64 years,60543,-13.799999999999999,-83.8,89.4
KS,Sherman,Stroke,Ages 65 years and older,60543,-18.799999999999997,-74.2,49.099999999999994
KS,Smith,Coronary Heart Disease,Ages 35-64 years,60549,-15.5,-89.0,106.30000000000001
KS,Smith,Coronary Heart Disease,Ages 65 years and older,60549,-43.7,-98.4,34.4
KS,Smith,Stroke,Ages 35-64 years,60549,-3.9000000000000004,-75.9,107.8
KS,Smith,Stroke,Ages 65 years and older,60549,-47.8,-96.1,10.6
KS,Stafford,Coronary Heart Disease,Ages 35-64 years,60555,-28.9,-107.80000000000001,67.3
KS,Stafford,Coronary Heart Disease,Ages 65 years and older,60555,-70.9,-122.3,-12.599999999999998
KS,Stafford,Stroke,Ages 35-64 years,60555,25.7,-59.4,138.8
KS,Stafford,Stroke,Ages 65 years and older,60555,-62.9,-113.1,1.0
KS,Stanton,Coronary Heart Disease,Ages 35-64 years,60561,-53.4,-128.8,46.300000000000004
KS,Stanton,Coronary Heart Disease,Ages 65 years and older,60561,0.0,0.0,0.0
KS,Stanton,Stroke,Ages 35-64 years,60561,-12.5,-77.6,74.6
KS,Stanton,Stroke,Ages 65 years and older,60561,0.0,0.0,0.0
KS,Stevens,Coronary Heart Disease,Ages 35-64 years,60567,-57.7,-135.3,48.599999999999994
KS,Stevens,Coronary Heart Disease,Ages 65 years and older,60567,-81.6,-133.2,-8.4
KS,Stevens,Stroke,Ages 35-64 years,60567,-5.8,-80.0,91.80000000000001
KS,Stevens,Stroke,Ages 65 years and older,60567,-46.8,-101.7,19.4
KS,Sumner,Coronary Heart Disease,Ages 35-64 years,60573,-15.700000000000001,-85.4,69.1
KS,Sumner,Coronary Heart Disease,Ages 65 years and older,60573,-49.8,-96.0,2.200000000000003
KS,Sumner,Stroke,Ages 35-64 years,60573,8.2,-59.8,92.5
KS,Sumner,Stroke,Ages 65 years and older,60573,-39.0,-84.7,17.1
KS,Thomas,Coronary Heart Disease,Ages 35-64 years,60579,-20.8,-108.69999999999999,92.00000000000001
KS,Thomas,Coronary Heart Disease,Ages 65 years and older,60579,-53.400000000000006,-106.0,32.6
KS,Thomas,Stroke,Ages 35-64 years,60579,-7.800000000000001,-85.6,92.3
KS,Thomas,Stroke,Ages 65 years and older,60579,-38.5,-87.5,28.4
KS,Trego,Coronary Heart Disease,Ages 35-64 years,60585,-3.0999999999999988,-105.4,148.4
KS,Trego,Coronary Heart Disease,Ages 65 years and older,60585,-34.5,-105.7,42.7
